participant,topic,disagreement,count
ef4a11a0-221e-47a9-8a5a-f01d575f8ee8,policeDefundingDiscrimination,3,2235
ef4a11a0-221e-47a9-8a5a-f01d575f8ee8,sportsPEDs,0,2360
ef4a11a0-221e-47a9-8a5a-f01d575f8ee8,sportsPEDs,1,3395
ef4a11a0-221e-47a9-8a5a-f01d575f8ee8,sportsPEDs,2,4254
ef4a11a0-221e-47a9-8a5a-f01d575f8ee8,sportsPEDs,3,7845
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,fundNeedleExchange,0,915
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,fundNeedleExchange,1,540
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,fundNeedleExchange,2,710
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,fundNeedleExchange,3,975
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,fundNeedleExchange,4,1138
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,fundNeedleExchange,5,1811
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,fundNeedleExchange,6,3107
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,israelAid,0,1398
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,israelAid,1,683
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,israelAid,2,758
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,israelAid,3,1029
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,israelAid,4,1372
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,israelAid,5,1956
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,israelAid,6,3265
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,schoolDressCode,0,1572
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,schoolDressCode,1,657
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,schoolDressCode,2,721
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,schoolDressCode,3,1387
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,schoolDressCode,4,1988
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,schoolDressCode,5,2571
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,schoolDressCode,6,3777
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,slaveReparations,0,875
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,slaveReparations,1,612
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,slaveReparations,2,630
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,slaveReparations,3,1070
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,slaveReparations,4,1143
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,slaveReparations,5,1836
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,slaveReparations,6,3779
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,universalIncome,0,811
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,universalIncome,1,534
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,universalIncome,2,686
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,universalIncome,3,866
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,universalIncome,4,940
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,universalIncome,5,1442
ef9aaa5d-3f5e-4b4e-aa49-fec78b18a3c8,universalIncome,6,2446
efe9d229-c155-4f0a-b32a-640a7ba1f26a,capAndTrade,0,4335
efe9d229-c155-4f0a-b32a-640a7ba1f26a,capAndTrade,1,3568
efe9d229-c155-4f0a-b32a-640a7ba1f26a,capAndTrade,2,7473
efe9d229-c155-4f0a-b32a-640a7ba1f26a,capAndTrade,3,4686
efe9d229-c155-4f0a-b32a-640a7ba1f26a,capAndTrade,4,5725
efe9d229-c155-4f0a-b32a-640a7ba1f26a,capAndTrade,5,5405
efe9d229-c155-4f0a-b32a-640a7ba1f26a,cubaEmbargo,0,487
efe9d229-c155-4f0a-b32a-640a7ba1f26a,cubaEmbargo,1,411
efe9d229-c155-4f0a-b32a-640a7ba1f26a,cubaEmbargo,2,470
efe9d229-c155-4f0a-b32a-640a7ba1f26a,cubaEmbargo,3,430
efe9d229-c155-4f0a-b32a-640a7ba1f26a,drinkingAge,0,452
efe9d229-c155-4f0a-b32a-640a7ba1f26a,drinkingAge,1,256
efe9d229-c155-4f0a-b32a-640a7ba1f26a,drinkingAge,2,246
efe9d229-c155-4f0a-b32a-640a7ba1f26a,drinkingAge,3,269
efe9d229-c155-4f0a-b32a-640a7ba1f26a,drinkingAge,4,355
efe9d229-c155-4f0a-b32a-640a7ba1f26a,drinkingAge,5,423
efe9d229-c155-4f0a-b32a-640a7ba1f26a,drinkingAge,6,489
efe9d229-c155-4f0a-b32a-640a7ba1f26a,policeDefundingDiscrimination,0,552
efe9d229-c155-4f0a-b32a-640a7ba1f26a,policeDefundingDiscrimination,1,439
efe9d229-c155-4f0a-b32a-640a7ba1f26a,policeDefundingDiscrimination,2,568
efe9d229-c155-4f0a-b32a-640a7ba1f26a,policeDefundingDiscrimination,3,967
efe9d229-c155-4f0a-b32a-640a7ba1f26a,policeDefundingDiscrimination,4,1168
efe9d229-c155-4f0a-b32a-640a7ba1f26a,policeDefundingDiscrimination,5,2097
efe9d229-c155-4f0a-b32a-640a7ba1f26a,policeDefundingDiscrimination,6,6147
efe9d229-c155-4f0a-b32a-640a7ba1f26a,sportsPEDs,0,481
efe9d229-c155-4f0a-b32a-640a7ba1f26a,sportsPEDs,1,249
efe9d229-c155-4f0a-b32a-640a7ba1f26a,sportsPEDs,2,218
efe9d229-c155-4f0a-b32a-640a7ba1f26a,sportsPEDs,3,229
efe9d229-c155-4f0a-b32a-640a7ba1f26a,sportsPEDs,4,303
efe9d229-c155-4f0a-b32a-640a7ba1f26a,sportsPEDs,5,335
efe9d229-c155-4f0a-b32a-640a7ba1f26a,sportsPEDs,6,452
f03e6374-5589-43b7-a7ff-e0013024e3e5,fundNeedleExchange,0,1122
f03e6374-5589-43b7-a7ff-e0013024e3e5,fundNeedleExchange,1,1228
f03e6374-5589-43b7-a7ff-e0013024e3e5,fundNeedleExchange,2,953
f03e6374-5589-43b7-a7ff-e0013024e3e5,fundNeedleExchange,3,870
f03e6374-5589-43b7-a7ff-e0013024e3e5,fundNeedleExchange,4,1485
f03e6374-5589-43b7-a7ff-e0013024e3e5,fundNeedleExchange,5,2495
f03e6374-5589-43b7-a7ff-e0013024e3e5,israelAid,0,1631
f03e6374-5589-43b7-a7ff-e0013024e3e5,israelAid,1,1899
f03e6374-5589-43b7-a7ff-e0013024e3e5,israelAid,2,1142
f03e6374-5589-43b7-a7ff-e0013024e3e5,israelAid,3,1245
f03e6374-5589-43b7-a7ff-e0013024e3e5,israelAid,4,1755
f03e6374-5589-43b7-a7ff-e0013024e3e5,israelAid,5,2935
f03e6374-5589-43b7-a7ff-e0013024e3e5,schoolDressCode,0,2604
f03e6374-5589-43b7-a7ff-e0013024e3e5,schoolDressCode,1,2537
f03e6374-5589-43b7-a7ff-e0013024e3e5,schoolDressCode,2,1952
f03e6374-5589-43b7-a7ff-e0013024e3e5,schoolDressCode,3,1396
f03e6374-5589-43b7-a7ff-e0013024e3e5,schoolDressCode,4,2433
f03e6374-5589-43b7-a7ff-e0013024e3e5,schoolDressCode,5,3919
f03e6374-5589-43b7-a7ff-e0013024e3e5,slaveReparations,0,815
f03e6374-5589-43b7-a7ff-e0013024e3e5,slaveReparations,1,573
f03e6374-5589-43b7-a7ff-e0013024e3e5,slaveReparations,2,641
f03e6374-5589-43b7-a7ff-e0013024e3e5,slaveReparations,3,922
f03e6374-5589-43b7-a7ff-e0013024e3e5,slaveReparations,4,987
f03e6374-5589-43b7-a7ff-e0013024e3e5,slaveReparations,5,1526
f03e6374-5589-43b7-a7ff-e0013024e3e5,slaveReparations,6,4724
f03e6374-5589-43b7-a7ff-e0013024e3e5,universalIncome,0,841
f03e6374-5589-43b7-a7ff-e0013024e3e5,universalIncome,1,1075
f03e6374-5589-43b7-a7ff-e0013024e3e5,universalIncome,2,739
f03e6374-5589-43b7-a7ff-e0013024e3e5,universalIncome,3,712
f03e6374-5589-43b7-a7ff-e0013024e3e5,universalIncome,4,1052
f03e6374-5589-43b7-a7ff-e0013024e3e5,universalIncome,5,1792
f0d26a43-e0ed-4ba3-86f9-56a828340f52,fundNeedleExchange,0,1291
f0d26a43-e0ed-4ba3-86f9-56a828340f52,fundNeedleExchange,1,1468
f0d26a43-e0ed-4ba3-86f9-56a828340f52,fundNeedleExchange,2,1510
f0d26a43-e0ed-4ba3-86f9-56a828340f52,fundNeedleExchange,3,1733
f0d26a43-e0ed-4ba3-86f9-56a828340f52,israelAid,0,1406
f0d26a43-e0ed-4ba3-86f9-56a828340f52,israelAid,1,1826
f0d26a43-e0ed-4ba3-86f9-56a828340f52,israelAid,2,2026
f0d26a43-e0ed-4ba3-86f9-56a828340f52,israelAid,3,2088
f0d26a43-e0ed-4ba3-86f9-56a828340f52,schoolDressCode,0,1065
f0d26a43-e0ed-4ba3-86f9-56a828340f52,schoolDressCode,1,1457
f0d26a43-e0ed-4ba3-86f9-56a828340f52,schoolDressCode,2,1527
f0d26a43-e0ed-4ba3-86f9-56a828340f52,schoolDressCode,3,1012
f0d26a43-e0ed-4ba3-86f9-56a828340f52,schoolDressCode,4,1374
f0d26a43-e0ed-4ba3-86f9-56a828340f52,slaveReparations,0,3217
f0d26a43-e0ed-4ba3-86f9-56a828340f52,slaveReparations,1,4142
f0d26a43-e0ed-4ba3-86f9-56a828340f52,slaveReparations,2,4934
f0d26a43-e0ed-4ba3-86f9-56a828340f52,slaveReparations,3,3222
f0d26a43-e0ed-4ba3-86f9-56a828340f52,slaveReparations,4,5073
f0d26a43-e0ed-4ba3-86f9-56a828340f52,universalIncome,0,1930
f0d26a43-e0ed-4ba3-86f9-56a828340f52,universalIncome,1,2498
f0d26a43-e0ed-4ba3-86f9-56a828340f52,universalIncome,2,2595
f0d26a43-e0ed-4ba3-86f9-56a828340f52,universalIncome,3,1038
f0d26a43-e0ed-4ba3-86f9-56a828340f52,universalIncome,4,1446
f10d76ea-5679-4802-8886-f3f19fe0ff32,fundNeedleExchange,0,566
f10d76ea-5679-4802-8886-f3f19fe0ff32,fundNeedleExchange,1,399
f10d76ea-5679-4802-8886-f3f19fe0ff32,fundNeedleExchange,2,523
f10d76ea-5679-4802-8886-f3f19fe0ff32,fundNeedleExchange,3,810
f10d76ea-5679-4802-8886-f3f19fe0ff32,fundNeedleExchange,4,1080
f10d76ea-5679-4802-8886-f3f19fe0ff32,fundNeedleExchange,5,1738
f10d76ea-5679-4802-8886-f3f19fe0ff32,fundNeedleExchange,6,3874
f10d76ea-5679-4802-8886-f3f19fe0ff32,israelAid,0,1249
f10d76ea-5679-4802-8886-f3f19fe0ff32,israelAid,1,712
f10d76ea-5679-4802-8886-f3f19fe0ff32,israelAid,2,831
f10d76ea-5679-4802-8886-f3f19fe0ff32,israelAid,3,1007
f10d76ea-5679-4802-8886-f3f19fe0ff32,israelAid,4,1474
f10d76ea-5679-4802-8886-f3f19fe0ff32,israelAid,5,2058
f10d76ea-5679-4802-8886-f3f19fe0ff32,israelAid,6,2995
f10d76ea-5679-4802-8886-f3f19fe0ff32,schoolDressCode,0,1285
f10d76ea-5679-4802-8886-f3f19fe0ff32,schoolDressCode,1,1416
f10d76ea-5679-4802-8886-f3f19fe0ff32,schoolDressCode,2,1072
f10d76ea-5679-4802-8886-f3f19fe0ff32,schoolDressCode,3,1184
f10d76ea-5679-4802-8886-f3f19fe0ff32,schoolDressCode,4,1870
f10d76ea-5679-4802-8886-f3f19fe0ff32,schoolDressCode,5,2595
f10d76ea-5679-4802-8886-f3f19fe0ff32,slaveReparations,0,2729
f10d76ea-5679-4802-8886-f3f19fe0ff32,slaveReparations,1,3221
f10d76ea-5679-4802-8886-f3f19fe0ff32,slaveReparations,2,3435
f10d76ea-5679-4802-8886-f3f19fe0ff32,slaveReparations,3,4432
f10d76ea-5679-4802-8886-f3f19fe0ff32,universalIncome,0,603
f10d76ea-5679-4802-8886-f3f19fe0ff32,universalIncome,1,386
f10d76ea-5679-4802-8886-f3f19fe0ff32,universalIncome,2,515
f10d76ea-5679-4802-8886-f3f19fe0ff32,universalIncome,3,636
f10d76ea-5679-4802-8886-f3f19fe0ff32,universalIncome,4,975
f10d76ea-5679-4802-8886-f3f19fe0ff32,universalIncome,5,1393
f10d76ea-5679-4802-8886-f3f19fe0ff32,universalIncome,6,2657
f18cf489-5814-40b2-bae9-5c870adecb4f,capAndTrade,0,1455
f18cf489-5814-40b2-bae9-5c870adecb4f,capAndTrade,1,1636
f18cf489-5814-40b2-bae9-5c870adecb4f,capAndTrade,2,1102
f18cf489-5814-40b2-bae9-5c870adecb4f,capAndTrade,3,740
f18cf489-5814-40b2-bae9-5c870adecb4f,capAndTrade,4,1818
f18cf489-5814-40b2-bae9-5c870adecb4f,cubaEmbargo,0,1089
f18cf489-5814-40b2-bae9-5c870adecb4f,cubaEmbargo,1,1111
f18cf489-5814-40b2-bae9-5c870adecb4f,cubaEmbargo,2,1254
f18cf489-5814-40b2-bae9-5c870adecb4f,cubaEmbargo,3,968
f18cf489-5814-40b2-bae9-5c870adecb4f,cubaEmbargo,4,1844
f18cf489-5814-40b2-bae9-5c870adecb4f,cubaEmbargo,5,2141
f18cf489-5814-40b2-bae9-5c870adecb4f,drinkingAge,0,1775
f18cf489-5814-40b2-bae9-5c870adecb4f,drinkingAge,1,2103
f18cf489-5814-40b2-bae9-5c870adecb4f,drinkingAge,2,2779
f18cf489-5814-40b2-bae9-5c870adecb4f,drinkingAge,3,4023
f18cf489-5814-40b2-bae9-5c870adecb4f,policeDefundingDiscrimination,0,849
f18cf489-5814-40b2-bae9-5c870adecb4f,policeDefundingDiscrimination,1,606
f18cf489-5814-40b2-bae9-5c870adecb4f,policeDefundingDiscrimination,2,877
f18cf489-5814-40b2-bae9-5c870adecb4f,policeDefundingDiscrimination,3,1549
f18cf489-5814-40b2-bae9-5c870adecb4f,policeDefundingDiscrimination,4,1827
f18cf489-5814-40b2-bae9-5c870adecb4f,policeDefundingDiscrimination,5,3588
f18cf489-5814-40b2-bae9-5c870adecb4f,policeDefundingDiscrimination,6,10161
f18cf489-5814-40b2-bae9-5c870adecb4f,sportsPEDs,0,838
f18cf489-5814-40b2-bae9-5c870adecb4f,sportsPEDs,1,389
f18cf489-5814-40b2-bae9-5c870adecb4f,sportsPEDs,2,391
f18cf489-5814-40b2-bae9-5c870adecb4f,sportsPEDs,3,423
f18cf489-5814-40b2-bae9-5c870adecb4f,sportsPEDs,4,533
f18cf489-5814-40b2-bae9-5c870adecb4f,sportsPEDs,5,519
f18cf489-5814-40b2-bae9-5c870adecb4f,sportsPEDs,6,837
f1cffbaf-2895-46d1-9780-ef6404b6610b,fundNeedleExchange,0,1702
f1cffbaf-2895-46d1-9780-ef6404b6610b,fundNeedleExchange,1,1731
f1cffbaf-2895-46d1-9780-ef6404b6610b,fundNeedleExchange,2,1551
f1cffbaf-2895-46d1-9780-ef6404b6610b,fundNeedleExchange,3,1536
f1cffbaf-2895-46d1-9780-ef6404b6610b,fundNeedleExchange,4,2977
f1cffbaf-2895-46d1-9780-ef6404b6610b,israelAid,0,1402
f1cffbaf-2895-46d1-9780-ef6404b6610b,israelAid,1,1570
f1cffbaf-2895-46d1-9780-ef6404b6610b,israelAid,2,2181
f1cffbaf-2895-46d1-9780-ef6404b6610b,israelAid,3,1313
f1cffbaf-2895-46d1-9780-ef6404b6610b,israelAid,4,2088
f1cffbaf-2895-46d1-9780-ef6404b6610b,schoolDressCode,0,1444
f1cffbaf-2895-46d1-9780-ef6404b6610b,schoolDressCode,1,1981
f1cffbaf-2895-46d1-9780-ef6404b6610b,schoolDressCode,2,2476
f1cffbaf-2895-46d1-9780-ef6404b6610b,schoolDressCode,3,1731
f1cffbaf-2895-46d1-9780-ef6404b6610b,schoolDressCode,4,2376
f1cffbaf-2895-46d1-9780-ef6404b6610b,slaveReparations,0,787
f1cffbaf-2895-46d1-9780-ef6404b6610b,slaveReparations,1,575
f1cffbaf-2895-46d1-9780-ef6404b6610b,slaveReparations,2,608
f1cffbaf-2895-46d1-9780-ef6404b6610b,slaveReparations,3,1001
f1cffbaf-2895-46d1-9780-ef6404b6610b,slaveReparations,4,1139
f1cffbaf-2895-46d1-9780-ef6404b6610b,slaveReparations,5,2173
f1cffbaf-2895-46d1-9780-ef6404b6610b,slaveReparations,6,5884
f1cffbaf-2895-46d1-9780-ef6404b6610b,universalIncome,0,692
f1cffbaf-2895-46d1-9780-ef6404b6610b,universalIncome,1,498
f1cffbaf-2895-46d1-9780-ef6404b6610b,universalIncome,2,672
f1cffbaf-2895-46d1-9780-ef6404b6610b,universalIncome,3,840
f1cffbaf-2895-46d1-9780-ef6404b6610b,universalIncome,4,945
f1cffbaf-2895-46d1-9780-ef6404b6610b,universalIncome,5,1860
f1cffbaf-2895-46d1-9780-ef6404b6610b,universalIncome,6,4267
f2367fda-34aa-417a-8ea0-c54e5757073a,fundNeedleExchange,0,1253
f2367fda-34aa-417a-8ea0-c54e5757073a,fundNeedleExchange,1,1406
f2367fda-34aa-417a-8ea0-c54e5757073a,fundNeedleExchange,2,1471
f2367fda-34aa-417a-8ea0-c54e5757073a,fundNeedleExchange,3,1631
f2367fda-34aa-417a-8ea0-c54e5757073a,israelAid,0,1571
f2367fda-34aa-417a-8ea0-c54e5757073a,israelAid,1,1983
f2367fda-34aa-417a-8ea0-c54e5757073a,israelAid,2,1837
f2367fda-34aa-417a-8ea0-c54e5757073a,israelAid,3,1389
f2367fda-34aa-417a-8ea0-c54e5757073a,israelAid,4,1910
f2367fda-34aa-417a-8ea0-c54e5757073a,schoolDressCode,0,888
f2367fda-34aa-417a-8ea0-c54e5757073a,schoolDressCode,1,1229
f2367fda-34aa-417a-8ea0-c54e5757073a,schoolDressCode,2,808
f2367fda-34aa-417a-8ea0-c54e5757073a,schoolDressCode,3,953
f2367fda-34aa-417a-8ea0-c54e5757073a,schoolDressCode,4,1280
f2367fda-34aa-417a-8ea0-c54e5757073a,schoolDressCode,5,1835
f2367fda-34aa-417a-8ea0-c54e5757073a,slaveReparations,0,3121
f2367fda-34aa-417a-8ea0-c54e5757073a,slaveReparations,1,3947
f2367fda-34aa-417a-8ea0-c54e5757073a,slaveReparations,2,4851
f2367fda-34aa-417a-8ea0-c54e5757073a,slaveReparations,3,3116
f2367fda-34aa-417a-8ea0-c54e5757073a,slaveReparations,4,4876
f2367fda-34aa-417a-8ea0-c54e5757073a,universalIncome,0,851
f2367fda-34aa-417a-8ea0-c54e5757073a,universalIncome,1,1156
f2367fda-34aa-417a-8ea0-c54e5757073a,universalIncome,2,876
f2367fda-34aa-417a-8ea0-c54e5757073a,universalIncome,3,1244
f2367fda-34aa-417a-8ea0-c54e5757073a,universalIncome,4,1775
f2367fda-34aa-417a-8ea0-c54e5757073a,universalIncome,5,2637
f26318fe-a18e-4082-b3c9-95f206945902,capAndTrade,0,1163
f26318fe-a18e-4082-b3c9-95f206945902,capAndTrade,1,705
f26318fe-a18e-4082-b3c9-95f206945902,capAndTrade,2,1157
f26318fe-a18e-4082-b3c9-95f206945902,capAndTrade,3,1874
f26318fe-a18e-4082-b3c9-95f206945902,capAndTrade,4,2028
f26318fe-a18e-4082-b3c9-95f206945902,capAndTrade,5,3074
f26318fe-a18e-4082-b3c9-95f206945902,capAndTrade,6,7655
f26318fe-a18e-4082-b3c9-95f206945902,cubaEmbargo,0,1308
f26318fe-a18e-4082-b3c9-95f206945902,cubaEmbargo,1,1198
f26318fe-a18e-4082-b3c9-95f206945902,cubaEmbargo,2,1508
f26318fe-a18e-4082-b3c9-95f206945902,cubaEmbargo,3,1169
f26318fe-a18e-4082-b3c9-95f206945902,cubaEmbargo,4,2219
f26318fe-a18e-4082-b3c9-95f206945902,cubaEmbargo,5,2427
f26318fe-a18e-4082-b3c9-95f206945902,drinkingAge,0,1694
f26318fe-a18e-4082-b3c9-95f206945902,drinkingAge,1,1409
f26318fe-a18e-4082-b3c9-95f206945902,drinkingAge,2,1556
f26318fe-a18e-4082-b3c9-95f206945902,drinkingAge,3,1740
f26318fe-a18e-4082-b3c9-95f206945902,drinkingAge,4,3063
f26318fe-a18e-4082-b3c9-95f206945902,policeDefundingDiscrimination,0,1548
f26318fe-a18e-4082-b3c9-95f206945902,policeDefundingDiscrimination,1,1277
f26318fe-a18e-4082-b3c9-95f206945902,policeDefundingDiscrimination,2,2002
f26318fe-a18e-4082-b3c9-95f206945902,policeDefundingDiscrimination,3,2769
f26318fe-a18e-4082-b3c9-95f206945902,sportsPEDs,0,934
f26318fe-a18e-4082-b3c9-95f206945902,sportsPEDs,1,405
f26318fe-a18e-4082-b3c9-95f206945902,sportsPEDs,2,393
f26318fe-a18e-4082-b3c9-95f206945902,sportsPEDs,3,409
f26318fe-a18e-4082-b3c9-95f206945902,sportsPEDs,4,596
f26318fe-a18e-4082-b3c9-95f206945902,sportsPEDs,5,543
f26318fe-a18e-4082-b3c9-95f206945902,sportsPEDs,6,823
f276f08d-bbf3-485f-adca-e8b0e4d07735,capAndTrade,0,734
f276f08d-bbf3-485f-adca-e8b0e4d07735,capAndTrade,1,667
f276f08d-bbf3-485f-adca-e8b0e4d07735,capAndTrade,2,766
f276f08d-bbf3-485f-adca-e8b0e4d07735,capAndTrade,3,831
f276f08d-bbf3-485f-adca-e8b0e4d07735,cubaEmbargo,0,4257
f276f08d-bbf3-485f-adca-e8b0e4d07735,cubaEmbargo,1,3865
f276f08d-bbf3-485f-adca-e8b0e4d07735,cubaEmbargo,2,3644
f276f08d-bbf3-485f-adca-e8b0e4d07735,cubaEmbargo,3,2702
f276f08d-bbf3-485f-adca-e8b0e4d07735,cubaEmbargo,4,4321
f276f08d-bbf3-485f-adca-e8b0e4d07735,cubaEmbargo,5,3445
f276f08d-bbf3-485f-adca-e8b0e4d07735,drinkingAge,0,2786
f276f08d-bbf3-485f-adca-e8b0e4d07735,drinkingAge,1,3625
f276f08d-bbf3-485f-adca-e8b0e4d07735,drinkingAge,2,4886
f276f08d-bbf3-485f-adca-e8b0e4d07735,drinkingAge,3,2152
f276f08d-bbf3-485f-adca-e8b0e4d07735,drinkingAge,4,2008
f276f08d-bbf3-485f-adca-e8b0e4d07735,policeDefundingDiscrimination,0,558
f276f08d-bbf3-485f-adca-e8b0e4d07735,policeDefundingDiscrimination,1,314
f276f08d-bbf3-485f-adca-e8b0e4d07735,policeDefundingDiscrimination,2,374
f276f08d-bbf3-485f-adca-e8b0e4d07735,policeDefundingDiscrimination,3,418
f276f08d-bbf3-485f-adca-e8b0e4d07735,policeDefundingDiscrimination,4,602
f276f08d-bbf3-485f-adca-e8b0e4d07735,policeDefundingDiscrimination,5,963
f276f08d-bbf3-485f-adca-e8b0e4d07735,policeDefundingDiscrimination,6,2121
f276f08d-bbf3-485f-adca-e8b0e4d07735,sportsPEDs,0,910
f276f08d-bbf3-485f-adca-e8b0e4d07735,sportsPEDs,1,437
f276f08d-bbf3-485f-adca-e8b0e4d07735,sportsPEDs,2,458
f276f08d-bbf3-485f-adca-e8b0e4d07735,sportsPEDs,3,564
f276f08d-bbf3-485f-adca-e8b0e4d07735,sportsPEDs,4,711
f276f08d-bbf3-485f-adca-e8b0e4d07735,sportsPEDs,5,439
f276f08d-bbf3-485f-adca-e8b0e4d07735,sportsPEDs,6,442
f27bceee-0df9-4143-8dbf-cf56c8006270,capAndTrade,0,2677
f27bceee-0df9-4143-8dbf-cf56c8006270,capAndTrade,1,1958
f27bceee-0df9-4143-8dbf-cf56c8006270,capAndTrade,2,3980
f27bceee-0df9-4143-8dbf-cf56c8006270,capAndTrade,3,3898
f27bceee-0df9-4143-8dbf-cf56c8006270,capAndTrade,4,6706
f27bceee-0df9-4143-8dbf-cf56c8006270,capAndTrade,5,9094
f27bceee-0df9-4143-8dbf-cf56c8006270,cubaEmbargo,0,687
f27bceee-0df9-4143-8dbf-cf56c8006270,cubaEmbargo,1,640
f27bceee-0df9-4143-8dbf-cf56c8006270,cubaEmbargo,2,717
f27bceee-0df9-4143-8dbf-cf56c8006270,cubaEmbargo,3,669
f27bceee-0df9-4143-8dbf-cf56c8006270,drinkingAge,0,2020
f27bceee-0df9-4143-8dbf-cf56c8006270,drinkingAge,1,2537
f27bceee-0df9-4143-8dbf-cf56c8006270,drinkingAge,2,1340
f27bceee-0df9-4143-8dbf-cf56c8006270,drinkingAge,3,1673
f27bceee-0df9-4143-8dbf-cf56c8006270,drinkingAge,4,1845
f27bceee-0df9-4143-8dbf-cf56c8006270,drinkingAge,5,1819
f27bceee-0df9-4143-8dbf-cf56c8006270,policeDefundingDiscrimination,0,477
f27bceee-0df9-4143-8dbf-cf56c8006270,policeDefundingDiscrimination,1,305
f27bceee-0df9-4143-8dbf-cf56c8006270,policeDefundingDiscrimination,2,346
f27bceee-0df9-4143-8dbf-cf56c8006270,policeDefundingDiscrimination,3,419
f27bceee-0df9-4143-8dbf-cf56c8006270,policeDefundingDiscrimination,4,527
f27bceee-0df9-4143-8dbf-cf56c8006270,policeDefundingDiscrimination,5,749
f27bceee-0df9-4143-8dbf-cf56c8006270,policeDefundingDiscrimination,6,1663
f27bceee-0df9-4143-8dbf-cf56c8006270,sportsPEDs,0,755
f27bceee-0df9-4143-8dbf-cf56c8006270,sportsPEDs,1,427
f27bceee-0df9-4143-8dbf-cf56c8006270,sportsPEDs,2,391
f27bceee-0df9-4143-8dbf-cf56c8006270,sportsPEDs,3,484
f27bceee-0df9-4143-8dbf-cf56c8006270,sportsPEDs,4,570
f27bceee-0df9-4143-8dbf-cf56c8006270,sportsPEDs,5,345
f27bceee-0df9-4143-8dbf-cf56c8006270,sportsPEDs,6,282
f294726a-5c0f-42c3-a300-944eec56630f,capAndTrade,0,1401
f294726a-5c0f-42c3-a300-944eec56630f,capAndTrade,1,1268
f294726a-5c0f-42c3-a300-944eec56630f,capAndTrade,2,1509
f294726a-5c0f-42c3-a300-944eec56630f,capAndTrade,3,1578
f294726a-5c0f-42c3-a300-944eec56630f,cubaEmbargo,0,1347
f294726a-5c0f-42c3-a300-944eec56630f,cubaEmbargo,1,1376
f294726a-5c0f-42c3-a300-944eec56630f,cubaEmbargo,2,1579
f294726a-5c0f-42c3-a300-944eec56630f,cubaEmbargo,3,1453
f294726a-5c0f-42c3-a300-944eec56630f,drinkingAge,0,3687
f294726a-5c0f-42c3-a300-944eec56630f,drinkingAge,1,4938
f294726a-5c0f-42c3-a300-944eec56630f,drinkingAge,2,2779
f294726a-5c0f-42c3-a300-944eec56630f,drinkingAge,3,3204
f294726a-5c0f-42c3-a300-944eec56630f,drinkingAge,4,3567
f294726a-5c0f-42c3-a300-944eec56630f,drinkingAge,5,3329
f294726a-5c0f-42c3-a300-944eec56630f,policeDefundingDiscrimination,0,1101
f294726a-5c0f-42c3-a300-944eec56630f,policeDefundingDiscrimination,1,693
f294726a-5c0f-42c3-a300-944eec56630f,policeDefundingDiscrimination,2,711
f294726a-5c0f-42c3-a300-944eec56630f,policeDefundingDiscrimination,3,916
f294726a-5c0f-42c3-a300-944eec56630f,policeDefundingDiscrimination,4,1197
f294726a-5c0f-42c3-a300-944eec56630f,policeDefundingDiscrimination,5,1651
f294726a-5c0f-42c3-a300-944eec56630f,policeDefundingDiscrimination,6,3741
f294726a-5c0f-42c3-a300-944eec56630f,sportsPEDs,0,1553
f294726a-5c0f-42c3-a300-944eec56630f,sportsPEDs,1,882
